gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3
bdm,1554304,1554089,ECK1475,b1481,20.8,69.4,3.3,43.3,69.8,1.6,31.3,47.6,1.5
bepA,2614116,2615579,ECK2490,b2494,61.1,37.2,0.6,55.6,17.7,0.3,58.7,27.4,0.5
betA,326471,324801,ECK0309,b0311,26.4,26.4,1.0,33.6,23.0,0.7,22.8,20.9,0.9
betB,327957,326485,ECK0310,b0312,45.5,56.3,1.2,47.6,52.3,1.1,44.0,49.5,1.1
betI,328558,327971,ECK0311,b0313,50.5,8.9,0.2,81.1,12.8,0.2,77.8,28.0,0.4
betT,328687,330720,ECK0312,b0314,15.9,8.0,0.5,22.5,12.3,0.5,25.6,19.7,0.8
bfd,3465013,3464819,ECK3324,b3337,80.7,189.7,2.3,24.0,77.3,3.2,46.9,94.8,2.0
bfr,3464747,3464271,ECK3323,b3336,72.6,56.3,0.8,33.3,22.8,0.7,37.5,51.7,1.4
bglA,3041684,3043123,ECK2896,b2901,160.3,365.7,2.3,121.5,210.4,1.7,124.3,174.1,1.4
bglB,3901724,3900312,ECK3714,b3721,3.5,1.1,0.3,4.0,0.0,0.0,2.0,2.9,1.5
bglF,3903620,3901743,ECK3715,b3722,1.7,0.0,0.0,1.5,0.4,0.3,1.1,1.1,1.0
bglG,3904590,3903754,ECK3716,b3723,0.5,0.2,0.4,1.1,0.0,0.0,1.4,2.5,1.7
bglH,3900243,3898627,ECK3713,b3720,1.1,0.0,0.0,0.6,0.0,0.0,1.2,0.0,0.0
bglJ,4602183,4602860,ECK4356,b4366,2.7,0.3,0.1,6.9,0.0,0.0,1.8,0.0,0.0
bglX,2220011,2217714,ECK2125,b2132,68.9,73.0,1.1,63.5,68.8,1.1,83.8,63.9,0.8
bhsA,1168296,1168553,ECK1098,b1112,19.2,127.5,6.6,39.9,136.3,3.4,24.7,111.5,4.5
bioA,808480,807191,ECK0763,b0774,126.9,156.8,1.2,168.2,203.1,1.2,154.7,176.8,1.1
bioB,808567,809607,ECK0764,b0775,371.2,728.3,2.0,306.4,562.8,1.8,277.3,430.4,1.6
bioC,810745,811500,ECK0766,b0777,258.8,82.7,0.3,240.0,77.5,0.3,187.8,74.8,0.4
bioD,811493,812170,ECK0767,b0778,209.0,335.7,1.6,164.2,224.7,1.4,167.2,203.1,1.2
bioF,809604,810758,ECK0765,b0776,342.4,100.6,0.3,271.3,122.5,0.5,261.7,96.1,0.4
bioH,3542866,3542096,ECK3399,b3412,53.1,86.4,1.6,52.2,79.2,1.5,43.8,72.0,1.6
birA,4171105,4172070,ECK3965,b3973,106.2,97.1,0.9,95.9,63.3,0.7,123.1,78.7,0.6
bisC,3714417,3712084,ECK3538,b3551,51.3,61.5,1.2,47.7,41.2,0.9,48.6,37.0,0.8
blc,4375745,4375212,ECK4145,b4149,9.3,19.0,2.0,7.0,4.7,0.7,0.7,15.4,20.7
blr,1702575,1702700,ECK1620,b4409,103.5,123.6,1.2,74.2,93.0,1.3,167.3,65.2,0.4
bluF,1214698,1213487,ECK1150,b1163,14.8,16.7,1.1,30.9,44.9,1.5,24.6,32.2,1.3
bluR,1213282,1212551,ECK1149,b1162,67.6,75.0,1.1,83.1,62.9,0.8,89.1,57.6,0.6
bolA,453696,454013,ECK0429,b0435,178.2,130.4,0.7,147.1,76.3,0.5,172.6,96.9,0.6
borD,578116,577823,ECK0549,b0557,108.6,297.3,2.7,85.9,170.8,2.0,184.0,223.7,1.2
brnQ,418815,420134,ECK0395,b0401,162.2,185.7,1.1,252.2,223.2,0.9,206.4,262.3,1.3
bsmA,4414793,4414464,ECK4185,b4189,12.3,28.3,2.3,8.5,15.2,1.8,9.6,31.1,3.2
bssR,877471,877854,ECK0826,b0836,50.4,14.2,0.3,7.3,0.0,0.0,5.2,10.7,2.1
bssS,1120178,1119924,ECK1045,b1060,329.9,29.8,0.1,212.7,9.8,0.0,310.3,8.1,0.0
btuB,4161662,4163506,ECK3958,b3966,145.8,284.5,2.0,115.6,191.4,1.7,155.2,147.6,1.0
btuC,1793176,1792196,ECK1709,b1711,36.2,9.3,0.3,49.6,10.2,0.2,33.2,23.0,0.7
btuD,1791582,1790833,ECK1707,b1709,39.0,14.3,0.4,34.9,25.7,0.7,35.5,16.4,0.5
btuE,1792133,1791582,ECK1708,b1710,50.5,87.8,1.7,62.7,53.1,0.8,39.6,57.7,1.5
btuF,178462,177662,ECK0157,b0158,53.4,15.3,0.3,51.4,56.4,1.1,44.2,30.8,0.7
btuR,1326381,1325791,ECK1264,b1270,52.5,75.1,1.4,50.6,76.5,1.5,48.4,62.6,1.3
cadA,4356640,4354493,ECK4125,b4131,1.0,0.3,0.3,2.6,0.4,0.1,0.7,0.0,0.0
cadB,4358054,4356720,ECK4126,b4132,1.7,0.0,0.0,2.1,0.0,0.0,0.6,0.0,0.0
cadC,4359957,4358419,ECK4127,b4133,6.7,14.5,2.2,5.5,7.1,1.3,7.5,4.7,0.6
caiA,40386,39244,ECK0040,b0039,13.0,8.3,0.6,8.2,4.4,0.5,13.6,2.7,0.2
caiB,39115,37898,ECK0039,b0038,5.2,3.7,0.7,4.6,2.1,0.4,6.2,4.2,0.7
caiC,37824,36271,ECK0038,b0037,3.5,3.3,0.9,3.6,2.7,0.7,4.9,0.0,0.0
caiD,36162,35377,ECK0037,b0036,1.7,2.0,1.2,2.4,2.1,0.9,3.0,0.0,0.0
caiE,35371,34781,ECK0036,b0035,3.8,0.7,0.2,0.0,0.0,#DIV/0!,2.0,0.0,0.0
caiF,34300,34695,ECK0035,b0034,1.1,3.9,3.5,4.7,6.3,1.3,4.0,7.8,1.9
caiT,41931,40417,ECK0041,b0040,0.9,0.1,0.1,2.5,0.6,0.2,0.5,1.4,2.6
can,142670,142008,ECK0125,b0126,346.7,719.8,2.1,512.1,857.2,1.7,479.8,630.8,1.3
carA,29651,30799,ECK0033,b0032,46.2,63.0,1.4,92.0,102.0,1.1,99.3,85.9,0.9
carB,30817,34038,ECK0034,b0033,65.1,105.0,1.6,110.3,142.6,1.3,104.8,120.9,1.2
cas1,2877794,2876877,ECK2750,b2755,7.4,2.5,0.3,8.2,4.6,0.6,8.2,3.4,0.4
cas2,2876875,2876591,ECK2749,b2754,11.0,0.0,0.0,13.1,0.0,0.0,7.0,3.6,0.5
cas3,2885241,2882575,ECK2756,b2761,1.7,1.0,0.6,2.8,0.3,0.1,2.8,1.2,0.4
casA,2882160,2880652,ECK2755,b2760,3.0,0.6,0.2,2.5,0.0,0.0,3.2,0.0,0.0
casB,2880659,2880177,ECK2754,b2759,6.5,1.6,0.2,3.9,5.2,1.3,2.5,2.1,0.9
casC,2880164,2879073,ECK2753,b2758,2.9,5.7,2.0,3.4,3.1,0.9,4.0,3.8,0.9
casD,2879070,2878396,ECK2752,b2757,9.3,1.7,0.2,4.2,2.5,0.6,4.7,0.0,0.0
casE,2878409,2877810,ECK2751,b2756,6.0,4.2,0.7,7.8,2.8,0.4,7.3,5.1,0.7
cbeA,2075136,2075504,ECK1997,b2004,0.0,0.5,#DIV/0!,0.0,2.3,#DIV/0!,1.1,0.0,0.0
cbl,2058938,2057988,ECK1982,b1987,2.8,0.8,0.3,1.0,4.4,4.5,2.1,1.1,0.5
cbpA,1062998,1062078,ECK0991,b1000,35.2,65.7,1.9,30.5,31.8,1.0,18.6,49.1,2.6
cbpM,1062078,1061773,ECK0990,b0999,30.9,40.1,1.3,24.5,24.6,1.0,27.3,36.9,1.4
cbrA,3867400,3868464,ECK3682,b3690,1.7,2.0,1.2,6.1,1.6,0.3,4.9,2.9,0.6
cbrB,3895529,3895996,ECK3709,b3716,12.5,4.2,0.3,6.0,5.4,0.9,6.8,2.2,0.3
cbrC,3896045,3896632,ECK3710,b3717,11.5,12.3,1.1,12.7,12.8,1.0,14.9,7.0,0.5
cbtA,2075593,2075967,ECK1998,b2005,2.4,0.5,0.2,2.5,0.0,0.0,0.0,0.0,#DIV/0!
cca,3199913,3201151,ECK3046,b3056,78.8,60.3,0.8,100.4,48.6,0.5,81.8,44.0,0.5
ccmA,2295666,2295043,ECK2193,b2201,26.7,19.0,0.7,16.5,4.0,0.2,13.4,1.6,0.1
ccmB,2295046,2294384,ECK2192,b2200,8.8,5.9,0.7,8.5,1.3,0.1,11.4,1.5,0.1
ccmC,2294342,2293605,ECK2191,b2199,7.9,9.0,1.1,19.0,13.6,0.7,12.4,8.4,0.7
ccmD,2293608,2293399,ECK2190,b2198,10.7,6.5,0.6,8.9,23.9,2.7,15.1,29.4,1.9
ccmE,2293402,2292923,ECK2189,b2197,12.2,10.1,0.8,13.6,12.2,0.9,14.1,19.3,1.4
ccmF,2292926,2290983,ECK2188,b2196,10.2,2.7,0.3,11.1,3.0,0.3,8.6,7.4,0.9
ccmG,2290986,2290429,ECK2187,b2195,5.6,4.9,0.9,6.7,6.0,0.9,10.0,7.4,0.7
ccmH,2290432,2289380,ECK2186,b2194,10.3,6.7,0.6,10.7,6.4,0.6,15.1,6.8,0.5
cdaR,182463,183620,ECK0161,b0162,9.7,2.4,0.2,7.3,0.7,0.1,11.0,0.9,0.1
cdd,2229866,2230750,ECK2136,b2143,56.4,134.6,2.4,30.6,39.7,1.3,35.0,51.1,1.5
cdh,4107953,4108708,ECK3910,b3918,22.0,16.7,0.8,27.2,13.3,0.5,24.2,25.8,1.1
cdsA,195677,196534,ECK0174,b0175,216.5,70.3,0.3,341.2,120.0,0.4,315.6,122.2,0.4
cedA,1811687,1811445,ECK1729,b1731,24.1,60.9,2.5,34.6,51.7,1.5,39.3,59.2,1.5
cfa,1739437,1740585,ECK1657,b1661,89.3,96.9,1.1,51.3,58.3,1.1,41.9,60.8,1.5
chaA,1271072,1269972,ECK1210,b1216,52.3,42.1,0.8,79.0,37.3,0.5,73.0,47.6,0.7
chaB,1271342,1271572,ECK1211,b1217,15.6,20.2,1.3,4.0,7.2,1.8,0.0,8.9,#DIV/0!
chaC,1271709,1272425,ECK1212,b1218,30.1,6.0,0.2,22.2,11.7,0.5,19.4,12.9,0.7
chbA,1817829,1817479,ECK1734,b1736,17.9,25.0,1.4,18.7,23.8,1.3,13.6,17.6,1.3
chbB,1819643,1819323,ECK1736,b1738,40.6,92.2,2.3,14.6,70.4,4.8,35.9,76.8,2.1
chbC,1819238,1817880,ECK1735,b1737,4.6,0.9,0.2,2.8,0.6,0.2,5.3,1.5,0.3
chbF,1816524,1815172,ECK1732,b1734,5.7,6.0,1.1,8.3,3.1,0.4,3.8,1.5,0.4
chbG,1815159,1814410,ECK1731,b1733,12.0,6.0,0.5,13.7,3.3,0.2,10.1,4.1,0.4
chbR,1817471,1816629,ECK1733,b1735,12.8,9.2,0.7,5.5,6.0,1.1,8.5,2.4,0.3
cheA,1973348,1971384,ECK1889,b1888,371.1,333.1,0.9,377.9,268.8,0.7,384.1,324.7,0.8
cheB,1966525,1965476,ECK1884,b1883,191.9,79.7,0.4,168.4,79.7,0.5,222.3,91.0,0.4
cheR,1967388,1966528,ECK1885,b1884,110.2,37.3,0.3,152.1,60.3,0.4,159.8,45.3,0.3
cheW,1971363,1970860,ECK1888,b1887,599.8,1436.7,2.4,482.5,881.8,1.8,509.7,999.0,2.0
cheY,1965461,1965072,ECK1883,b1882,656.3,1907.5,2.9,441.3,1169.7,2.7,534.3,990.6,1.9
cheZ,1965061,1964417,ECK1882,b1881,634.0,706.6,1.1,527.8,510.0,1.0,588.2,579.9,1.0
chiA,3467875,3465182,ECK3325,b3338,8.2,9.2,1.1,11.1,4.7,0.4,10.0,9.2,0.9
chiP,707557,708963,ECK0669,b0681,3.8,0.4,0.1,2.0,0.0,0.0,1.7,0.7,0.4
cho,1821539,1822426,ECK1739,b1741,16.2,15.8,1.0,16.9,12.3,0.7,15.2,11.6,0.8
chpB,4446715,4447065,ECK4221,b4225,35.9,38.8,1.1,42.6,16.7,0.4,28.3,35.1,1.2
chpS,4446470,4446721,ECK4220,b4224,48.2,88.8,1.8,18.6,26.6,1.4,14.2,48.9,3.4
cirA,2244791,2242800,ECK2148,b2155,22.6,27.0,1.2,55.9,61.3,1.1,64.5,62.4,1.0
citC,651079,650021,ECK0611,b0618,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.4,0.0,0.0
citD,650006,649710,ECK0610,b0617,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
citE,649713,648805,ECK0609,b0616,0.5,0.6,1.3,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
citF,648794,647262,ECK0608,b0615,0.9,0.1,0.1,1.8,0.0,0.0,1.0,1.3,1.3
citG,646732,645854,ECK0606,b0613,0.0,0.2,#DIV/0!,2.1,0.0,0.0,0.0,0.0,#DIV/0!
citT,645803,644340,ECK0605,b0612,0.6,0.7,1.1,1.3,0.6,0.4,3.0,2.1,0.7
citX,647258,646707,ECK0607,b0614,0.0,0.0,#DIV/0!,3.4,1.5,0.4,2.2,0.0,0.0
clcA,175107,176528,ECK0154,b0155,40.8,22.7,0.6,40.1,15.3,0.4,38.3,23.8,0.6
clcB,1663339,1664595,ECK1587,b1592,3.2,1.4,0.4,3.7,4.0,1.1,1.9,1.6,0.9
clpA,922487,924763,ECK0873,b0882,332.1,386.2,1.2,226.3,154.0,0.7,247.1,148.9,0.6
clpB,2732195,2729622,ECK2590,b2592,215.0,320.9,1.5,138.8,160.0,1.2,150.0,152.1,1.0
clpP,455901,456524,ECK0431,b0437,754.8,1246.5,1.7,629.5,736.4,1.2,648.1,640.6,1.0
clpS,922136,922456,ECK0872,b0881,327.9,100.1,0.3,180.6,78.2,0.4,237.9,83.2,0.3
clpX,456650,457924,ECK0432,b0438,905.7,948.3,1.0,765.1,701.1,0.9,883.3,594.8,0.7
clsA,1306669,1305209,ECK1243,b1249,81.9,56.5,0.7,63.4,40.1,0.6,63.1,59.8,0.9
clsB,822962,821721,ECK0778,b0789,4.0,2.2,0.6,2.3,5.4,2.4,2.9,0.8,0.3
clsC,1105578,1106999,ECK1032,b1046,14.2,8.5,0.6,21.7,5.9,0.3,13.7,10.1,0.7
cmk,960424,961107,ECK0901,b0910,382.1,144.9,0.4,656.3,228.8,0.3,768.6,210.3,0.3
cmoA,1950726,1951469,ECK1871,b1870,58.7,61.8,1.1,80.5,110.3,1.4,70.6,120.2,1.7
cmoB,1951466,1952437,ECK1872,b1871,75.9,47.7,0.6,90.5,103.3,1.1,109.6,95.1,0.9
cmtA,3076881,3075493,ECK2928,b2933,1.0,0.0,0.0,1.3,0.0,0.0,2.0,0.7,0.4
cmtB,3077352,3076909,ECK2929,b2934,0.0,0.4,#DIV/0!,4.2,0.0,0.0,0.0,0.0,#DIV/0!
cnu,1702973,1703188,ECK1621,b1625,14.6,23.4,1.6,56.3,58.1,1.0,27.6,66.6,2.4
coaA,4173049,4172099,ECK3966,b3974,62.0,84.6,1.4,70.8,107.4,1.5,78.2,111.3,1.4
coaD,3807848,3808327,ECK3624,b3634,65.6,51.1,0.8,124.7,41.9,0.3,89.5,59.9,0.7
coaE,113219,112599,ECK0103,b0103,60.8,21.6,0.4,90.4,35.0,0.4,96.1,23.2,0.2
cobB,1178743,1179582,ECK1106,b1120,77.7,105.0,1.4,89.1,103.6,1.2,79.1,96.6,1.2
cobC,669130,668519,ECK0631,b0638,25.0,9.5,0.4,24.5,13.7,0.6,29.9,21.8,0.7
cobS,2063246,2062503,ECK1987,b1992,39.9,21.2,0.5,37.7,28.1,0.7,27.3,31.8,1.2
cobT,2062491,2061412,ECK1986,b1991,40.0,20.9,0.5,35.5,14.7,0.4,31.7,13.3,0.4
cobU,2063788,2063243,ECK1988,b1993,52.7,22.1,0.4,39.4,9.2,0.2,37.1,5.6,0.2
codA,355395,356678,ECK0334,b0337,68.0,102.4,1.5,90.3,110.8,1.2,97.2,109.6,1.1
codB,354146,355405,ECK0333,b0336,31.4,14.8,0.5,59.4,39.2,0.7,57.1,40.8,0.7
cof,466636,467454,ECK0440,b0446,24.2,22.3,0.9,33.1,11.2,0.3,30.6,10.0,0.3
comR,1168055,1167423,ECK1097,b1111,41.2,64.3,1.6,44.3,48.9,1.1,44.6,63.3,1.4
copA,510603,508099,ECK0478,b0484,25.7,23.5,0.9,31.0,23.1,0.7,21.9,28.3,1.3
corA,3999449,4000399,ECK3810,b3816,99.8,71.7,0.7,142.6,108.3,0.8,130.0,129.7,1.0
cpdA,3174855,3174028,ECK3023,b3032,162.4,68.7,0.4,172.8,55.6,0.3,176.7,73.2,0.4
cpdB,4434588,4432645,ECK4209,b4213,28.9,48.6,1.7,20.2,37.5,1.9,18.2,31.7,1.7
cpsB,2122544,2121108,ECK2043,b2049,1.6,1.6,1.0,2.6,0.0,0.0,1.1,2.1,1.9
cpsG,2121003,2119633,ECK2042,b2048,1.0,2.8,2.9,2.7,1.2,0.4,1.5,3.7,2.6
cptA,3038845,3038438,ECK2891,b2896,152.2,56.3,0.4,183.4,65.6,0.4,118.9,57.9,0.5
cpxA,4102998,4101625,ECK3904,b3911,132.3,39.5,0.3,125.3,45.1,0.4,124.7,58.3,0.5
cpxP,4103843,4104343,ECK3906,b4484,92.5,26.0,0.3,164.3,30.1,0.2,173.0,39.0,0.2
cpxR,4103693,4102995,ECK3905,b3912,203.4,394.4,1.9,157.9,244.3,1.5,167.3,242.5,1.5
cra,88028,89032,ECK0081,b0080,145.0,142.8,1.0,150.8,117.4,0.8,111.6,135.0,1.2
crcB,657161,656778,ECK0617,b0624,42.2,83.2,2.0,46.3,87.2,1.9,47.6,107.0,2.2
creA,4633544,4634017,ECK4389,b4397,91.1,175.4,1.9,65.1,113.0,1.7,71.3,97.6,1.4
creB,4634030,4634719,ECK4390,b4398,56.7,24.0,0.4,61.0,27.9,0.5,62.8,17.9,0.3
creC,4634719,4636143,ECK4391,b4399,18.6,7.4,0.4,17.1,5.9,0.3,17.9,7.2,0.4
creD,4636201,4637553,ECK4392,b4400,3.3,0.6,0.2,6.2,1.2,0.2,4.4,0.8,0.2
crfC,4325158,4327386,ECK4102,b4109,62.0,12.1,0.2,36.5,13.9,0.4,45.7,13.4,0.3
crl,257829,258230,ECK0241,b0240,260.7,1117.8,4.3,272.2,1245.1,4.6,379.9,853.7,2.2
crp,3484142,3484774,ECK3345,b3357,945.9,1879.9,2.0,586.6,765.6,1.3,606.9,831.1,1.4
crr,2533856,2534365,ECK2412,b2417,2042.0,3773.7,1.8,1580.8,2660.4,1.7,1939.2,2264.6,1.2
csdA,2941359,2942564,ECK2806,b2810,56.0,38.3,0.7,48.1,39.6,0.8,60.3,34.1,0.6
csdE,2942564,2943007,ECK2807,b2811,44.6,74.5,1.7,65.3,92.4,1.4,74.3,53.2,0.7
csgA,1103670,1104125,ECK1028,b1042,4.9,26.5,5.4,4.1,9.2,2.2,7.8,29.3,3.7
csgB,1103174,1103629,ECK1027,b1041,1.0,0.4,0.4,2.1,0.0,0.0,5.2,0.0,0.0
csgC,1104184,1104516,ECK1029,b1043,21.6,0.6,0.0,36.5,2.5,0.1,53.7,0.0,0.0
csgD,1102419,1101769,ECK1026,b1040,5.5,3.9,0.7,5.7,11.6,2.0,3.7,4.7,1.3
csgE,1101764,1101375,ECK1025,b1039,2.3,0.5,0.2,2.4,0.0,0.0,3.1,0.0,0.0
csgF,1101350,1100934,ECK1024,b1038,0.0,1.9,#DIV/0!,0.0,6.0,#DIV/0!,1.0,0.0,0.0
csgG,1100907,1100074,ECK1023,b1037,7.0,1.4,0.2,10.1,2.0,0.2,9.1,2.5,0.3
csiD,2787007,2787984,ECK2653,b2659,0.5,1.6,3.5,2.9,0.0,0.0,0.8,2.1,2.6
csiE,2663457,2664737,ECK2532,b2535,3.2,0.9,0.3,2.2,0.0,0.0,2.2,0.0,0.0
csiR,2793696,2794358,ECK2658,b2664,13.6,8.5,0.6,15.5,5.0,0.3,17.4,12.4,0.7
cspA,3718072,3718284,ECK3543,b3556,10498.7,59129.3,5.6,11456.3,52860.8,4.6,13727.7,47903.0,3.5
cspB,1639578,1639363,ECK1551,b1557,268.7,617.4,2.3,121.2,399.1,3.3,261.4,266.4,1.0
cspC,1905459,1905250,ECK1821,b1823,6032.3,28765.1,4.8,4765.6,20339.1,4.3,6305.8,16137.1,2.6
cspD,921813,921589,ECK0871,b0880,104.0,96.1,0.9,58.2,67.0,1.2,107.8,68.5,0.6
cspE,656515,656724,ECK0616,b0623,16160.5,61495.5,3.8,14675.2,42627.3,2.9,23852.1,47535.4,2.0
cspF,1639879,1640091,ECK1552,b1558,46.5,11.9,0.3,48.3,58.9,1.2,59.7,33.8,0.6
cspG,1050684,1050896,ECK0980,b0990,397.1,1376.6,3.5,267.9,884.2,3.3,328.6,636.8,1.9
cspH,1050398,1050186,ECK0979,b0989,12.7,11.9,0.9,35.1,27.5,0.8,7.5,0.0,0.0
cspI,1636691,1636479,ECK1546,b1552,25.3,26.5,1.0,13.2,7.9,0.6,13.1,14.5,1.1
csrA,2817168,2816983,ECK2691,b2696,1492.3,3298.3,2.2,1377.8,2997.0,2.2,1584.2,3347.8,2.1
csrD,3401354,3399414,ECK3240,b3252,34.3,8.2,0.2,35.7,9.9,0.3,36.7,11.1,0.3
cstA,629117,631222,ECK0591,b0598,26.5,11.7,0.4,38.6,12.7,0.3,30.8,22.9,0.7
cueO,137083,138633,ECK0122,b0123,23.2,65.3,2.8,24.1,57.2,2.4,25.4,26.5,1.0
cueR,513217,513624,ECK0481,b0487,34.2,82.1,2.4,39.0,71.8,1.8,43.9,68.0,1.6
curA,1517051,1518088,ECK1443,b1449,10.4,21.2,2.0,10.8,14.5,1.3,9.2,14.8,1.6
cusA,597937,601080,ECK0567,b0575,2.0,0.7,0.3,1.5,1.1,0.7,2.9,1.6,0.6
cusB,596702,597925,ECK0566,b0574,0.7,0.2,0.2,3.8,0.0,0.0,1.9,0.0,0.0
cusC,594823,596196,ECK0564,b0572,0.7,0.0,0.0,2.7,0.6,0.2,0.3,0.7,2.6
cusF,596354,596686,ECK0565,b0573,2.7,2.9,1.1,0.0,0.0,#DIV/0!,1.2,3.1,2.6
cusR,594666,593983,ECK0563,b0571,23.7,27.6,1.2,45.1,26.9,0.6,33.7,28.5,0.8
cusS,593993,592551,ECK0562,b0570,12.5,6.2,0.5,16.9,7.0,0.4,16.8,13.5,0.8
cutA,4363379,4363041,ECK4131,b4137,66.4,27.6,0.4,66.2,12.3,0.2,52.8,33.3,0.6
cutC,1956984,1956544,ECK1875,b1874,91.8,59.6,0.6,82.7,70.2,0.8,93.8,48.9,0.5
cvpA,2428785,2428297,ECK2307,b2313,96.6,20.3,0.2,170.2,17.1,0.1,199.2,27.3,0.1
cvrA,1241294,1239558,ECK1179,b1191,34.4,27.7,0.8,38.2,27.0,0.7,35.9,27.8,0.8
cyaA,3989176,3991722,ECK3800,b3806,221.3,89.4,0.4,178.5,63.4,0.4,171.9,80.7,0.5
cyaY,3992082,3991762,ECK3801,b3807,155.6,544.7,3.5,163.2,482.4,3.0,226.7,515.4,2.3
cybB,1488926,1489456,ECK1410,b1418,93.2,264.0,2.8,93.4,219.1,2.3,71.1,220.6,3.1
cybC,4457576,4457878,ECK4231,b4236,32.7,3.2,0.1,61.7,2.8,0.0,66.9,6.8,0.1
cycA,4427887,4429299,ECK4204,b4208,82.5,80.6,1.0,111.2,75.2,0.7,104.7,139.6,1.3
cydA,770681,772249,ECK0721,b0733,302.2,289.9,1.0,200.3,172.8,0.9,155.9,263.3,1.7
cydB,772265,773404,ECK0722,b0734,260.0,198.1,0.8,238.7,135.1,0.6,144.8,217.2,1.5
cydC,928418,926697,ECK0877,b0886,54.6,32.8,0.6,53.8,45.7,0.8,54.7,47.1,0.9
cydD,930185,928419,ECK0878,b0887,54.0,44.5,0.8,69.9,45.9,0.7,59.4,71.5,1.2
cydX,773419,773532,ECK0723,b4515,296.0,365.5,1.2,270.7,506.6,1.9,219.8,279.4,1.3
cynR,357914,357015,ECK0335,b0338,9.0,14.1,1.6,16.6,13.0,0.8,10.2,10.3,1.0
cynS,358713,359183,ECK0337,b0340,4.8,13.6,2.9,7.9,12.4,1.6,5.1,0.0,0.0
cynT,358023,358682,ECK0336,b0339,1.4,4.1,3.0,1.4,0.0,0.0,3.0,1.6,0.5
cynX,359216,360370,ECK0338,b0341,4.7,0.2,0.0,4.9,1.4,0.3,2.4,2.7,1.1
cyoA,450834,449887,ECK0426,b0432,1238.0,693.4,0.6,1803.5,995.0,0.6,2080.6,1527.2,0.7
cyoB,449865,447874,ECK0425,b0431,1242.3,710.8,0.6,1669.6,754.6,0.5,1447.7,1115.7,0.8
cyoC,447884,447270,ECK0424,b0430,1245.7,708.5,0.6,1694.2,790.7,0.5,1584.2,1030.9,0.7
cyoD,447270,446941,ECK0423,b0429,1498.2,1013.6,0.7,1771.4,1075.4,0.6,2334.2,862.5,0.4
cyoE,446929,446039,ECK0422,b0428,1566.2,254.8,0.2,1917.8,346.6,0.2,2388.2,607.8,0.3
cysA,2538836,2537739,ECK2417,b2422,5.7,9.8,1.7,9.4,9.9,1.1,5.8,11.2,1.9
cysB,1331879,1332853,ECK1269,b1275,118.6,235.0,2.0,101.7,176.8,1.7,73.8,134.9,1.8
cysC,2872014,2871409,ECK2745,b2750,6.7,1.0,0.1,7.7,4.1,0.5,5.9,0.0,0.0
cysD,2874351,2873443,ECK2747,b2752,5.9,2.6,0.4,8.2,2.8,0.3,3.1,9.0,3.0
cysE,3780585,3779764,ECK3597,b3607,105.1,55.7,0.5,126.3,89.6,0.7,115.1,73.8,0.6
cysG,3495850,3497223,ECK3356,b3368,83.2,68.2,0.8,76.2,77.4,1.0,70.6,75.5,1.1
cysH,2886334,2885600,ECK2757,b2762,5.5,5.3,1.0,10.2,9.1,0.9,9.2,9.8,1.1
cysI,2888121,2886409,ECK2758,b2763,8.9,6.5,0.7,19.1,14.7,0.8,9.8,8.4,0.9
cysJ,2889920,2888121,ECK2759,b2764,6.0,5.7,1.0,6.8,7.9,1.2,7.5,10.3,1.4
cysK,2530431,2531402,ECK2409,b2414,258.7,745.7,2.9,174.2,359.9,2.1,158.3,319.3,2.0
cysM,2537605,2536694,ECK2416,b2421,80.9,109.3,1.4,70.8,122.1,1.7,88.1,93.5,1.1
cysN,2873441,2872014,ECK2746,b2751,9.8,4.6,0.5,7.2,5.3,0.7,3.1,3.6,1.2
cysP,2541550,2540534,ECK2420,b2425,4.4,13.8,3.1,3.7,3.3,0.9,2.3,13.1,5.6
cysQ,4434778,4435518,ECK4210,b4214,104.4,176.3,1.7,97.2,103.9,1.1,87.5,83.2,1.0
cysS,553834,555219,ECK0519,b0526,204.2,333.2,1.6,225.4,347.8,1.5,240.1,309.1,1.3
cysU,2540534,2539701,ECK2419,b2424,1.6,2.6,1.6,5.6,1.0,0.2,5.7,0.0,0.0
cysW,2539701,2538826,ECK2418,b2423,2.6,2.2,0.9,3.2,2.9,0.9,5.0,8.2,1.6
cysZ,2529485,2530246,ECK2408,b2413,29.5,46.0,1.6,43.0,68.1,1.6,52.7,111.9,2.1
cytR,4122479,4121454,ECK3926,b3934,80.7,81.2,1.0,61.1,51.4,0.8,65.1,39.1,0.6
dacA,663186,661975,ECK0625,b0632,184.5,274.4,1.5,224.6,367.4,1.6,240.8,261.1,1.1
dacB,3326985,3328418,ECK3171,b3182,28.2,33.8,1.2,38.5,43.2,1.1,25.2,37.3,1.5
dacC,879950,881152,ECK0829,b0839,48.2,95.2,2.0,47.4,57.7,1.2,38.7,66.6,1.7
dacD,2080571,2079405,ECK2004,b2010,15.8,7.7,0.5,28.1,12.9,0.5,15.0,8.8,0.6
dadA,1236794,1238092,ECK1177,b1189,220.9,293.8,1.3,180.7,212.0,1.2,185.8,220.7,1.2
