gene,Start,End,EcoCyc accession,locus_tag,30C_1_m,30C_1_f,te_1,30C_2_m,30C_2_f,te_2,30C_3_m,30C_3_f,te_3,TE_n_nonmissing,TE_mean,TE_all_missing
aspS,1948546.0,1946774.0,ECK1867,b1866,424.5,809.0,1.9,452.1,674.6,1.5,417.8,511.2,1.2,3,1.5333333333333332,False
asr,1669400.0,1669708.0,ECK1592,b1597,1.5,8.8,6.1,3.0,13.5,4.5,1.3,23.3,18.1,3,9.566666666666668,False
astA,1828789.0,1827755.0,ECK1745,b1747,3.5,0.2,0.1,0.9,2.4,2.7,1.2,0.0,0.0,3,0.9333333333333335,False
astB,1826283.0,1824940.0,ECK1743,b1745,2.3,0.1,0.1,3.5,0.6,0.2,2.7,0.8,0.3,3,0.20000000000000004,False
astC,1830006.0,1828786.0,ECK1746,b1748,0.7,1.3,1.7,2.3,0.7,0.3,2.3,1.7,0.7,3,0.9,False
astD,1827758.0,1826280.0,ECK1744,b1746,3.3,0.9,0.3,4.4,0.6,0.1,3.5,1.4,0.4,3,0.26666666666666666,False
astE,1824947.0,1823979.0,ECK1742,b1744,1.4,0.0,0.0,1.0,0.0,0.0,0.4,1.1,2.6,3,0.8666666666666667,False
atl,475595.0,475206.0,ECK0448,b0454,33.5,46.4,1.4,19.2,45.1,2.3,8.2,29.0,3.6,3,2.433333333333333,False
atoA,2322131.0,2322781.0,ECK2215,b2222,0.7,0.3,0.4,1.4,0.0,0.0,1.2,0.0,0.0,3,0.13333333333333333,False
atoB,2324131.0,2325315.0,ECK2217,b2224,2.7,0.0,0.0,4.7,0.0,0.0,1.7,0.0,0.0,3,0.0,False
atoC,2319888.0,2321273.0,ECK2213,b2220,2.9,3.8,1.3,4.0,1.8,0.4,1.7,3.7,2.2,3,1.3,False
atoD,2321469.0,2322131.0,ECK2214,b2221,0.7,0.6,0.9,0.0,0.0,,0.0,0.0,,1,0.9,False
atoE,2322778.0,2324100.0,ECK2216,b2223,0.7,0.1,0.2,1.4,0.0,0.0,0.6,0.0,0.0,3,0.06666666666666667,False
atoS,2318065.0,2319891.0,ECK2212,b2219,2.0,1.7,0.9,2.0,0.5,0.2,1.1,0.0,0.0,3,0.3666666666666667,False
atpA,3917880.0,3916339.0,ECK3727,b3734,3260.1,3774.9,1.2,3630.8,2966.4,0.8,3633.4,1997.1,0.5,3,0.8333333333333334,False
atpB,3920074.0,3919259.0,ECK3731,b3738,1606.5,661.6,0.4,2153.7,806.2,0.4,2368.9,1001.1,0.4,3,0.4000000000000001,False
atpC,3913995.0,3913576.0,ECK3724,b3731,3259.3,1437.5,0.4,3803.5,1295.4,0.3,4262.6,1560.9,0.4,3,0.3666666666666667,False
atpD,3915398.0,3914016.0,ECK3725,b3732,3214.0,3715.6,1.2,3303.6,3050.9,0.9,3079.8,2700.0,0.9,3,1.0,False
atpE,3919212.0,3918973.0,ECK3730,b3737,4912.8,10013.1,2.0,5405.2,8031.7,1.5,5308.8,7560.9,1.4,3,1.6333333333333335,False
atpF,3918911.0,3918441.0,ECK3729,b3736,4117.5,1413.3,0.3,4450.1,1283.0,0.3,5461.7,1629.6,0.3,3,0.3,False
atpG,3916288.0,3915425.0,ECK3726,b3733,2975.1,1118.2,0.4,2803.7,850.6,0.3,3123.8,737.3,0.2,3,0.3,False
atpH,3918426.0,3917893.0,ECK3728,b3735,3502.0,780.6,0.2,3527.5,714.7,0.2,3812.8,758.1,0.2,3,0.20000000000000004,False
atpI,3920463.0,3920083.0,ECK3732,b3739,467.6,15.3,0.0,908.3,28.6,0.0,1158.5,59.3,0.1,3,0.03333333333333333,False
avtA,3737728.0,3738981.0,ECK3561,b3572,163.2,220.5,1.4,181.2,242.3,1.3,150.6,214.7,1.4,3,1.3666666666666665,False
azoR,1480884.0,1480279.0,ECK1405,b1412,37.9,223.0,5.9,30.9,127.1,4.1,37.4,120.4,3.2,3,4.3999999999999995,False
azuC,1985983.0,1985897.0,ECK4478,b4663,248.2,926.5,3.7,623.5,1789.5,2.9,1174.7,3720.4,3.2,3,3.266666666666667,False
bacA,3202153.0,3201332.0,ECK3047,b3057,83.7,84.6,1.0,105.8,114.0,1.1,105.0,101.3,1.0,3,1.0333333333333334,False
baeR,2162300.0,2163022.0,ECK2075,b2079,56.0,108.3,1.9,38.8,60.2,1.6,33.0,85.3,2.6,3,2.033333333333333,False
baeS,2160900.0,2162303.0,ECK2074,b2078,5.4,2.1,0.4,5.3,3.0,0.6,6.2,7.3,1.2,3,0.7333333333333334,False
bamA,197928.0,200360.0,ECK0176,b0177,576.0,583.9,1.0,558.6,485.4,0.9,611.4,397.0,0.6,3,0.8333333333333334,False
bamB,2636674.0,2635496.0,ECK2508,b2512,446.0,358.0,0.8,448.2,349.3,0.8,535.9,307.6,0.6,3,0.7333333333333334,False
bamC,2596887.0,2595853.0,ECK2473,b2477,505.1,307.9,0.6,551.2,416.5,0.8,642.8,368.3,0.6,3,0.6666666666666666,False
bamD,2734168.0,2734905.0,ECK2593,b2595,385.9,1014.1,2.6,425.8,934.5,2.2,500.6,952.3,1.9,3,2.233333333333334,False
bamE,2751627.0,2751968.0,ECK2613,b2617,359.1,867.6,2.4,396.5,900.6,2.3,504.6,727.1,1.4,3,2.033333333333333,False
barA,2913079.0,2915835.0,ECK2780,b2786,32.0,17.5,0.5,25.4,15.5,0.6,30.3,21.2,0.7,3,0.6,False
basR,4331973.0,4331305.0,ECK4106,b4113,189.0,299.2,1.6,247.5,271.5,1.1,231.8,199.7,0.9,3,1.2,False
basS,4331295.0,4330204.0,ECK4105,b4112,115.8,80.6,0.7,176.4,94.3,0.5,174.8,104.4,0.6,3,0.6,False
bax,3735200.0,3734376.0,ECK3559,b3570,142.9,138.1,1.0,258.5,210.0,0.8,242.9,214.2,0.9,3,0.9,False
bcp,2598500.0,2598970.0,ECK2476,b2480,469.9,1126.8,2.4,442.8,1060.9,2.4,409.5,935.9,2.3,3,2.3666666666666667,False
bcr,2277782.0,2276592.0,ECK2176,b2182,65.7,18.6,0.3,99.7,34.4,0.3,85.8,46.6,0.5,3,0.3666666666666667,False
bcsA,3693259.0,3690641.0,ECK3518,b3533,4.8,0.8,0.2,10.4,0.6,0.1,7.0,2.7,0.4,3,0.23333333333333336,False
bcsB,3690630.0,3688291.0,ECK3517,b3532,6.0,6.8,1.1,10.8,7.2,0.7,6.8,5.3,0.8,3,0.8666666666666667,False
bcsC,3687196.0,3683723.0,ECK3515,b3530,13.5,3.6,0.3,13.5,1.4,0.1,11.7,4.1,0.4,3,0.26666666666666666,False
bcsE,3694481.0,3696052.0,ECK3521,b3536,106.7,93.4,0.9,67.2,38.9,0.6,56.4,44.4,0.8,3,0.7666666666666666,False
bcsF,3696049.0,3696240.0,ECK3522,b3537,42.2,29.4,0.7,48.7,48.0,1.0,20.7,48.2,2.3,3,1.3333333333333333,False
bcsG,3696237.0,3697916.0,ECK3523,b3538,29.2,23.3,0.8,37.9,23.9,0.6,37.4,23.9,0.6,3,0.6666666666666666,False
bcsQ,3693984.0,3693256.0,ECK3519,b3534,22.2,5.6,0.3,44.9,9.2,0.2,42.0,14.1,0.3,3,0.26666666666666666,False
bcsZ,3688284.0,3687178.0,ECK3516,b3531,6.9,2.6,0.4,9.3,4.5,0.5,7.2,3.7,0.5,3,0.4666666666666666,False
bdcA,4472076.0,4471363.0,ECK4243,b4249,8.8,32.7,3.7,5.2,18.8,3.6,12.3,8.6,0.7,3,2.6666666666666665,False
bdcR,4472147.0,4472740.0,ECK4244,b4251,28.8,102.9,3.6,40.9,64.8,1.6,25.4,55.4,2.2,3,2.466666666666667,False
bdm,1554304.0,1554089.0,ECK1475,b1481,20.8,69.4,3.3,43.3,69.8,1.6,31.3,47.6,1.5,3,2.1333333333333333,False
bepA,2614116.0,2615579.0,ECK2490,b2494,61.1,37.2,0.6,55.6,17.7,0.3,58.7,27.4,0.5,3,0.4666666666666666,False
betA,326471.0,324801.0,ECK0309,b0311,26.4,26.4,1.0,33.6,23.0,0.7,22.8,20.9,0.9,3,0.8666666666666667,False
betB,327957.0,326485.0,ECK0310,b0312,45.5,56.3,1.2,47.6,52.3,1.1,44.0,49.5,1.1,3,1.1333333333333333,False
betI,328558.0,327971.0,ECK0311,b0313,50.5,8.9,0.2,81.1,12.8,0.2,77.8,28.0,0.4,3,0.26666666666666666,False
betT,328687.0,330720.0,ECK0312,b0314,15.9,8.0,0.5,22.5,12.3,0.5,25.6,19.7,0.8,3,0.6,False
bfd,3465013.0,3464819.0,ECK3324,b3337,80.7,189.7,2.3,24.0,77.3,3.2,46.9,94.8,2.0,3,2.5,False
bfr,3464747.0,3464271.0,ECK3323,b3336,72.6,56.3,0.8,33.3,22.8,0.7,37.5,51.7,1.4,3,0.9666666666666667,False
bglA,3041684.0,3043123.0,ECK2896,b2901,160.3,365.7,2.3,121.5,210.4,1.7,124.3,174.1,1.4,3,1.8,False
bglB,3901724.0,3900312.0,ECK3714,b3721,3.5,1.1,0.3,4.0,0.0,0.0,2.0,2.9,1.5,3,0.6,False
bglF,3903620.0,3901743.0,ECK3715,b3722,1.7,0.0,0.0,1.5,0.4,0.3,1.1,1.1,1.0,3,0.43333333333333335,False
bglG,3904590.0,3903754.0,ECK3716,b3723,0.5,0.2,0.4,1.1,0.0,0.0,1.4,2.5,1.7,3,0.7000000000000001,False
bglH,3900243.0,3898627.0,ECK3713,b3720,1.1,0.0,0.0,0.6,0.0,0.0,1.2,0.0,0.0,3,0.0,False
bglJ,4602183.0,4602860.0,ECK4356,b4366,2.7,0.3,0.1,6.9,0.0,0.0,1.8,0.0,0.0,3,0.03333333333333333,False
bglX,2220011.0,2217714.0,ECK2125,b2132,68.9,73.0,1.1,63.5,68.8,1.1,83.8,63.9,0.8,3,1.0,False
bhsA,1168296.0,1168553.0,ECK1098,b1112,19.2,127.5,6.6,39.9,136.3,3.4,24.7,111.5,4.5,3,4.833333333333333,False
bioA,808480.0,807191.0,ECK0763,b0774,126.9,156.8,1.2,168.2,203.1,1.2,154.7,176.8,1.1,3,1.1666666666666667,False
bioB,808567.0,809607.0,ECK0764,b0775,371.2,728.3,2.0,306.4,562.8,1.8,277.3,430.4,1.6,3,1.8,False
bioC,810745.0,811500.0,ECK0766,b0777,258.8,82.7,0.3,240.0,77.5,0.3,187.8,74.8,0.4,3,0.3333333333333333,False
bioD,811493.0,812170.0,ECK0767,b0778,209.0,335.7,1.6,164.2,224.7,1.4,167.2,203.1,1.2,3,1.4000000000000001,False
bioF,809604.0,810758.0,ECK0765,b0776,342.4,100.6,0.3,271.3,122.5,0.5,261.7,96.1,0.4,3,0.4000000000000001,False
bioH,3542866.0,3542096.0,ECK3399,b3412,53.1,86.4,1.6,52.2,79.2,1.5,43.8,72.0,1.6,3,1.5666666666666667,False
birA,4171105.0,4172070.0,ECK3965,b3973,106.2,97.1,0.9,95.9,63.3,0.7,123.1,78.7,0.6,3,0.7333333333333334,False
bisC,3714417.0,3712084.0,ECK3538,b3551,51.3,61.5,1.2,47.7,41.2,0.9,48.6,37.0,0.8,3,0.9666666666666668,False
blc,4375745.0,4375212.0,ECK4145,b4149,9.3,19.0,2.0,7.0,4.7,0.7,0.7,15.4,20.7,3,7.8,False
blr,1702575.0,1702700.0,ECK1620,b4409,103.5,123.6,1.2,74.2,93.0,1.3,167.3,65.2,0.4,3,0.9666666666666667,False
bluF,1214698.0,1213487.0,ECK1150,b1163,14.8,16.7,1.1,30.9,44.9,1.5,24.6,32.2,1.3,3,1.3,False
bluR,1213282.0,1212551.0,ECK1149,b1162,67.6,75.0,1.1,83.1,62.9,0.8,89.1,57.6,0.6,3,0.8333333333333334,False
bolA,453696.0,454013.0,ECK0429,b0435,178.2,130.4,0.7,147.1,76.3,0.5,172.6,96.9,0.6,3,0.6,False
borD,578116.0,577823.0,ECK0549,b0557,108.6,297.3,2.7,85.9,170.8,2.0,184.0,223.7,1.2,3,1.9666666666666668,False
brnQ,418815.0,420134.0,ECK0395,b0401,162.2,185.7,1.1,252.2,223.2,0.9,206.4,262.3,1.3,3,1.0999999999999999,False
bsmA,4414793.0,4414464.0,ECK4185,b4189,12.3,28.3,2.3,8.5,15.2,1.8,9.6,31.1,3.2,3,2.433333333333333,False
bssR,877471.0,877854.0,ECK0826,b0836,50.4,14.2,0.3,7.3,0.0,0.0,5.2,10.7,2.1,3,0.7999999999999999,False
bssS,1120178.0,1119924.0,ECK1045,b1060,329.9,29.8,0.1,212.7,9.8,0.0,310.3,8.1,0.0,3,0.03333333333333333,False
btuB,4161662.0,4163506.0,ECK3958,b3966,145.8,284.5,2.0,115.6,191.4,1.7,155.2,147.6,1.0,3,1.5666666666666667,False
btuC,1793176.0,1792196.0,ECK1709,b1711,36.2,9.3,0.3,49.6,10.2,0.2,33.2,23.0,0.7,3,0.39999999999999997,False
btuD,1791582.0,1790833.0,ECK1707,b1709,39.0,14.3,0.4,34.9,25.7,0.7,35.5,16.4,0.5,3,0.5333333333333333,False
btuE,1792133.0,1791582.0,ECK1708,b1710,50.5,87.8,1.7,62.7,53.1,0.8,39.6,57.7,1.5,3,1.3333333333333333,False
btuF,178462.0,177662.0,ECK0157,b0158,53.4,15.3,0.3,51.4,56.4,1.1,44.2,30.8,0.7,3,0.7000000000000001,False
btuR,1326381.0,1325791.0,ECK1264,b1270,52.5,75.1,1.4,50.6,76.5,1.5,48.4,62.6,1.3,3,1.4000000000000001,False
cadA,4356640.0,4354493.0,ECK4125,b4131,1.0,0.3,0.3,2.6,0.4,0.1,0.7,0.0,0.0,3,0.13333333333333333,False
cadB,4358054.0,4356720.0,ECK4126,b4132,1.7,0.0,0.0,2.1,0.0,0.0,0.6,0.0,0.0,3,0.0,False
cadC,4359957.0,4358419.0,ECK4127,b4133,6.7,14.5,2.2,5.5,7.1,1.3,7.5,4.7,0.6,3,1.3666666666666665,False
caiA,40386.0,39244.0,ECK0040,b0039,13.0,8.3,0.6,8.2,4.4,0.5,13.6,2.7,0.2,3,0.43333333333333335,False
caiB,39115.0,37898.0,ECK0039,b0038,5.2,3.7,0.7,4.6,2.1,0.4,6.2,4.2,0.7,3,0.6,False
caiC,37824.0,36271.0,ECK0038,b0037,3.5,3.3,0.9,3.6,2.7,0.7,4.9,0.0,0.0,3,0.5333333333333333,False
caiD,36162.0,35377.0,ECK0037,b0036,1.7,2.0,1.2,2.4,2.1,0.9,3.0,0.0,0.0,3,0.7000000000000001,False
caiE,35371.0,34781.0,ECK0036,b0035,3.8,0.7,0.2,0.0,0.0,,2.0,0.0,0.0,2,0.1,False
caiF,34300.0,34695.0,ECK0035,b0034,1.1,3.9,3.5,4.7,6.3,1.3,4.0,7.8,1.9,3,2.233333333333333,False
caiT,41931.0,40417.0,ECK0041,b0040,0.9,0.1,0.1,2.5,0.6,0.2,0.5,1.4,2.6,3,0.9666666666666668,False
can,142670.0,142008.0,ECK0125,b0126,346.7,719.8,2.1,512.1,857.2,1.7,479.8,630.8,1.3,3,1.7,False
carA,29651.0,30799.0,ECK0033,b0032,46.2,63.0,1.4,92.0,102.0,1.1,99.3,85.9,0.9,3,1.1333333333333333,False
carB,30817.0,34038.0,ECK0034,b0033,65.1,105.0,1.6,110.3,142.6,1.3,104.8,120.9,1.2,3,1.366666666666667,False
cas1,2877794.0,2876877.0,ECK2750,b2755,7.4,2.5,0.3,8.2,4.6,0.6,8.2,3.4,0.4,3,0.4333333333333333,False
cas2,2876875.0,2876591.0,ECK2749,b2754,11.0,0.0,0.0,13.1,0.0,0.0,7.0,3.6,0.5,3,0.16666666666666666,False
cas3,2885241.0,2882575.0,ECK2756,b2761,1.7,1.0,0.6,2.8,0.3,0.1,2.8,1.2,0.4,3,0.3666666666666667,False
casA,2882160.0,2880652.0,ECK2755,b2760,3.0,0.6,0.2,2.5,0.0,0.0,3.2,0.0,0.0,3,0.06666666666666667,False
casB,2880659.0,2880177.0,ECK2754,b2759,6.5,1.6,0.2,3.9,5.2,1.3,2.5,2.1,0.9,3,0.7999999999999999,False
casC,2880164.0,2879073.0,ECK2753,b2758,2.9,5.7,2.0,3.4,3.1,0.9,4.0,3.8,0.9,3,1.2666666666666666,False
casD,2879070.0,2878396.0,ECK2752,b2757,9.3,1.7,0.2,4.2,2.5,0.6,4.7,0.0,0.0,3,0.26666666666666666,False
casE,2878409.0,2877810.0,ECK2751,b2756,6.0,4.2,0.7,7.8,2.8,0.4,7.3,5.1,0.7,3,0.6,False
cbeA,2075136.0,2075504.0,ECK1997,b2004,0.0,0.5,,0.0,2.3,,1.1,0.0,0.0,1,0.0,False
cbl,2058938.0,2057988.0,ECK1982,b1987,2.8,0.8,0.3,1.0,4.4,4.5,2.1,1.1,0.5,3,1.7666666666666666,False
cbpA,1062998.0,1062078.0,ECK0991,b1000,35.2,65.7,1.9,30.5,31.8,1.0,18.6,49.1,2.6,3,1.8333333333333333,False
cbpM,1062078.0,1061773.0,ECK0990,b0999,30.9,40.1,1.3,24.5,24.6,1.0,27.3,36.9,1.4,3,1.2333333333333332,False
cbrA,3867400.0,3868464.0,ECK3682,b3690,1.7,2.0,1.2,6.1,1.6,0.3,4.9,2.9,0.6,3,0.7000000000000001,False
cbrB,3895529.0,3895996.0,ECK3709,b3716,12.5,4.2,0.3,6.0,5.4,0.9,6.8,2.2,0.3,3,0.5,False
cbrC,3896045.0,3896632.0,ECK3710,b3717,11.5,12.3,1.1,12.7,12.8,1.0,14.9,7.0,0.5,3,0.8666666666666667,False
cbtA,2075593.0,2075967.0,ECK1998,b2005,2.4,0.5,0.2,2.5,0.0,0.0,0.0,0.0,,2,0.1,False
cca,3199913.0,3201151.0,ECK3046,b3056,78.8,60.3,0.8,100.4,48.6,0.5,81.8,44.0,0.5,3,0.6,False
ccmA,2295666.0,2295043.0,ECK2193,b2201,26.7,19.0,0.7,16.5,4.0,0.2,13.4,1.6,0.1,3,0.3333333333333333,False
ccmB,2295046.0,2294384.0,ECK2192,b2200,8.8,5.9,0.7,8.5,1.3,0.1,11.4,1.5,0.1,3,0.3,False
ccmC,2294342.0,2293605.0,ECK2191,b2199,7.9,9.0,1.1,19.0,13.6,0.7,12.4,8.4,0.7,3,0.8333333333333334,False
ccmD,2293608.0,2293399.0,ECK2190,b2198,10.7,6.5,0.6,8.9,23.9,2.7,15.1,29.4,1.9,3,1.7333333333333334,False
ccmE,2293402.0,2292923.0,ECK2189,b2197,12.2,10.1,0.8,13.6,12.2,0.9,14.1,19.3,1.4,3,1.0333333333333334,False
ccmF,2292926.0,2290983.0,ECK2188,b2196,10.2,2.7,0.3,11.1,3.0,0.3,8.6,7.4,0.9,3,0.5,False
ccmG,2290986.0,2290429.0,ECK2187,b2195,5.6,4.9,0.9,6.7,6.0,0.9,10.0,7.4,0.7,3,0.8333333333333334,False
ccmH,2290432.0,2289380.0,ECK2186,b2194,10.3,6.7,0.6,10.7,6.4,0.6,15.1,6.8,0.5,3,0.5666666666666667,False
cdaR,182463.0,183620.0,ECK0161,b0162,9.7,2.4,0.2,7.3,0.7,0.1,11.0,0.9,0.1,3,0.13333333333333333,False
cdd,2229866.0,2230750.0,ECK2136,b2143,56.4,134.6,2.4,30.6,39.7,1.3,35.0,51.1,1.5,3,1.7333333333333334,False
cdh,4107953.0,4108708.0,ECK3910,b3918,22.0,16.7,0.8,27.2,13.3,0.5,24.2,25.8,1.1,3,0.8000000000000002,False
cdsA,195677.0,196534.0,ECK0174,b0175,216.5,70.3,0.3,341.2,120.0,0.4,315.6,122.2,0.4,3,0.3666666666666667,False
cedA,1811687.0,1811445.0,ECK1729,b1731,24.1,60.9,2.5,34.6,51.7,1.5,39.3,59.2,1.5,3,1.8333333333333333,False
cfa,1739437.0,1740585.0,ECK1657,b1661,89.3,96.9,1.1,51.3,58.3,1.1,41.9,60.8,1.5,3,1.2333333333333334,False
chaA,1271072.0,1269972.0,ECK1210,b1216,52.3,42.1,0.8,79.0,37.3,0.5,73.0,47.6,0.7,3,0.6666666666666666,False
chaB,1271342.0,1271572.0,ECK1211,b1217,15.6,20.2,1.3,4.0,7.2,1.8,0.0,8.9,,2,1.55,False
chaC,1271709.0,1272425.0,ECK1212,b1218,30.1,6.0,0.2,22.2,11.7,0.5,19.4,12.9,0.7,3,0.4666666666666666,False
chbA,1817829.0,1817479.0,ECK1734,b1736,17.9,25.0,1.4,18.7,23.8,1.3,13.6,17.6,1.3,3,1.3333333333333333,False
chbB,1819643.0,1819323.0,ECK1736,b1738,40.6,92.2,2.3,14.6,70.4,4.8,35.9,76.8,2.1,3,3.0666666666666664,False
chbC,1819238.0,1817880.0,ECK1735,b1737,4.6,0.9,0.2,2.8,0.6,0.2,5.3,1.5,0.3,3,0.2333333333333333,False
chbF,1816524.0,1815172.0,ECK1732,b1734,5.7,6.0,1.1,8.3,3.1,0.4,3.8,1.5,0.4,3,0.6333333333333333,False
chbG,1815159.0,1814410.0,ECK1731,b1733,12.0,6.0,0.5,13.7,3.3,0.2,10.1,4.1,0.4,3,0.3666666666666667,False
chbR,1817471.0,1816629.0,ECK1733,b1735,12.8,9.2,0.7,5.5,6.0,1.1,8.5,2.4,0.3,3,0.7000000000000001,False
cheA,1973348.0,1971384.0,ECK1889,b1888,371.1,333.1,0.9,377.9,268.8,0.7,384.1,324.7,0.8,3,0.8000000000000002,False
cheB,1966525.0,1965476.0,ECK1884,b1883,191.9,79.7,0.4,168.4,79.7,0.5,222.3,91.0,0.4,3,0.43333333333333335,False
cheR,1967388.0,1966528.0,ECK1885,b1884,110.2,37.3,0.3,152.1,60.3,0.4,159.8,45.3,0.3,3,0.3333333333333333,False
cheW,1971363.0,1970860.0,ECK1888,b1887,599.8,1436.7,2.4,482.5,881.8,1.8,509.7,999.0,2.0,3,2.066666666666667,False
cheY,1965461.0,1965072.0,ECK1883,b1882,656.3,1907.5,2.9,441.3,1169.7,2.7,534.3,990.6,1.9,3,2.5,False
cheZ,1965061.0,1964417.0,ECK1882,b1881,634.0,706.6,1.1,527.8,510.0,1.0,588.2,579.9,1.0,3,1.0333333333333334,False
chiA,3467875.0,3465182.0,ECK3325,b3338,8.2,9.2,1.1,11.1,4.7,0.4,10.0,9.2,0.9,3,0.7999999999999999,False
chiP,707557.0,708963.0,ECK0669,b0681,3.8,0.4,0.1,2.0,0.0,0.0,1.7,0.7,0.4,3,0.16666666666666666,False
cho,1821539.0,1822426.0,ECK1739,b1741,16.2,15.8,1.0,16.9,12.3,0.7,15.2,11.6,0.8,3,0.8333333333333334,False
chpB,4446715.0,4447065.0,ECK4221,b4225,35.9,38.8,1.1,42.6,16.7,0.4,28.3,35.1,1.2,3,0.9,False
chpS,4446470.0,4446721.0,ECK4220,b4224,48.2,88.8,1.8,18.6,26.6,1.4,14.2,48.9,3.4,3,2.1999999999999997,False
cirA,2244791.0,2242800.0,ECK2148,b2155,22.6,27.0,1.2,55.9,61.3,1.1,64.5,62.4,1.0,3,1.0999999999999999,False
citC,651079.0,650021.0,ECK0611,b0618,0.0,0.0,,0.0,0.0,,0.4,0.0,0.0,1,0.0,False
citD,650006.0,649710.0,ECK0610,b0617,0.0,0.0,,0.0,0.0,,0.0,0.0,,0,,True
citE,649713.0,648805.0,ECK0609,b0616,0.5,0.6,1.3,0.0,0.0,,0.0,0.0,,1,1.3,False
citF,648794.0,647262.0,ECK0608,b0615,0.9,0.1,0.1,1.8,0.0,0.0,1.0,1.3,1.3,3,0.46666666666666673,False
citG,646732.0,645854.0,ECK0606,b0613,0.0,0.2,,2.1,0.0,0.0,0.0,0.0,,1,0.0,False
citT,645803.0,644340.0,ECK0605,b0612,0.6,0.7,1.1,1.3,0.6,0.4,3.0,2.1,0.7,3,0.7333333333333334,False
citX,647258.0,646707.0,ECK0607,b0614,0.0,0.0,,3.4,1.5,0.4,2.2,0.0,0.0,2,0.2,False
clcA,175107.0,176528.0,ECK0154,b0155,40.8,22.7,0.6,40.1,15.3,0.4,38.3,23.8,0.6,3,0.5333333333333333,False
clcB,1663339.0,1664595.0,ECK1587,b1592,3.2,1.4,0.4,3.7,4.0,1.1,1.9,1.6,0.9,3,0.7999999999999999,False
clpA,922487.0,924763.0,ECK0873,b0882,332.1,386.2,1.2,226.3,154.0,0.7,247.1,148.9,0.6,3,0.8333333333333334,False
clpB,2732195.0,2729622.0,ECK2590,b2592,215.0,320.9,1.5,138.8,160.0,1.2,150.0,152.1,1.0,3,1.2333333333333334,False
clpP,455901.0,456524.0,ECK0431,b0437,754.8,1246.5,1.7,629.5,736.4,1.2,648.1,640.6,1.0,3,1.3,False
clpS,922136.0,922456.0,ECK0872,b0881,327.9,100.1,0.3,180.6,78.2,0.4,237.9,83.2,0.3,3,0.3333333333333333,False
clpX,456650.0,457924.0,ECK0432,b0438,905.7,948.3,1.0,765.1,701.1,0.9,883.3,594.8,0.7,3,0.8666666666666666,False
clsA,1306669.0,1305209.0,ECK1243,b1249,81.9,56.5,0.7,63.4,40.1,0.6,63.1,59.8,0.9,3,0.7333333333333333,False
clsB,822962.0,821721.0,ECK0778,b0789,4.0,2.2,0.6,2.3,5.4,2.4,2.9,0.8,0.3,3,1.0999999999999999,False
clsC,1105578.0,1106999.0,ECK1032,b1046,14.2,8.5,0.6,21.7,5.9,0.3,13.7,10.1,0.7,3,0.5333333333333333,False
cmk,960424.0,961107.0,ECK0901,b0910,382.1,144.9,0.4,656.3,228.8,0.3,768.6,210.3,0.3,3,0.3333333333333333,False
cmoA,1950726.0,1951469.0,ECK1871,b1870,58.7,61.8,1.1,80.5,110.3,1.4,70.6,120.2,1.7,3,1.4000000000000001,False
cmoB,1951466.0,1952437.0,ECK1872,b1871,75.9,47.7,0.6,90.5,103.3,1.1,109.6,95.1,0.9,3,0.8666666666666667,False
cmtA,3076881.0,3075493.0,ECK2928,b2933,1.0,0.0,0.0,1.3,0.0,0.0,2.0,0.7,0.4,3,0.13333333333333333,False
cmtB,3077352.0,3076909.0,ECK2929,b2934,0.0,0.4,,4.2,0.0,0.0,0.0,0.0,,1,0.0,False
cnu,1702973.0,1703188.0,ECK1621,b1625,14.6,23.4,1.6,56.3,58.1,1.0,27.6,66.6,2.4,3,1.6666666666666667,False
coaA,4173049.0,4172099.0,ECK3966,b3974,62.0,84.6,1.4,70.8,107.4,1.5,78.2,111.3,1.4,3,1.4333333333333333,False
coaD,3807848.0,3808327.0,ECK3624,b3634,65.6,51.1,0.8,124.7,41.9,0.3,89.5,59.9,0.7,3,0.6,False
coaE,113219.0,112599.0,ECK0103,b0103,60.8,21.6,0.4,90.4,35.0,0.4,96.1,23.2,0.2,3,0.3333333333333333,False
cobB,1178743.0,1179582.0,ECK1106,b1120,77.7,105.0,1.4,89.1,103.6,1.2,79.1,96.6,1.2,3,1.2666666666666666,False
cobC,669130.0,668519.0,ECK0631,b0638,25.0,9.5,0.4,24.5,13.7,0.6,29.9,21.8,0.7,3,0.5666666666666667,False
cobS,2063246.0,2062503.0,ECK1987,b1992,39.9,21.2,0.5,37.7,28.1,0.7,27.3,31.8,1.2,3,0.7999999999999999,False
cobT,2062491.0,2061412.0,ECK1986,b1991,40.0,20.9,0.5,35.5,14.7,0.4,31.7,13.3,0.4,3,0.43333333333333335,False
cobU,2063788.0,2063243.0,ECK1988,b1993,52.7,22.1,0.4,39.4,9.2,0.2,37.1,5.6,0.2,3,0.26666666666666666,False
codA,355395.0,356678.0,ECK0334,b0337,68.0,102.4,1.5,90.3,110.8,1.2,97.2,109.6,1.1,3,1.2666666666666668,False
codB,354146.0,355405.0,ECK0333,b0336,31.4,14.8,0.5,59.4,39.2,0.7,57.1,40.8,0.7,3,0.6333333333333333,False
cof,466636.0,467454.0,ECK0440,b0446,24.2,22.3,0.9,33.1,11.2,0.3,30.6,10.0,0.3,3,0.5,False
